Шаг 1: Исходная таблица частот
6;Г;4;0,0645
5;Е;4;0,0645
4;В;4;0,0645
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,0323


Шаг 12: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ и Н
Индекс;Символ;Повтор;Частота
9;К;3;0,0484
10;Р;3;0,0484
7;С;3;0,0484
6;Г;4;0,0645
5;Е;4;0,0645
4;В;4;0,0645
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,0484


Шаг 13: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н и К
Индекс;Символ;Повтор;Частота
10;Р;3;0,0484
7;С;3;0,0484
6;Г;4;0,0645
5;Е;4;0,0645
4;В;4;0,0645
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,0484


Шаг 14: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К и Р
Индекс;Символ;Повтор;Частота
7;С;3;0,0484
6;Г;4;0,0645
5;Е;4;0,0645
4;В;4;0,0645
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,0484


Шаг 15: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р и С
Индекс;Символ;Повтор;Частота
6;Г;4;0,0645
5;Е;4;0,0645
4;В;4;0,0645
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10, 7;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,04840,0484


Шаг 16: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С и Г
Индекс;Символ;Повтор;Частота
5;Е;4;0,0645
4;В;4;0,0645
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10, 7, 6;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,04840,04840,0645


Шаг 17: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г и Е
Индекс;Символ;Повтор;Частота
4;В;4;0,0645
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10, 7, 6, 5;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,04840,04840,06450,0645


Шаг 18: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е и В
Индекс;Символ;Повтор;Частота
3;О;6;0,0968
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10, 7, 6, 5, 4;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е, В;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,04840,04840,06450,06450,0645


Шаг 19: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е, В и О
Индекс;Символ;Повтор;Частота
2;А;8;0,1290
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10, 7, 6, 5, 4, 3;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е, В, О;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 6;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,04840,04840,06450,06450,06450,0968


Шаг 20: Объединены М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е, В, О и А
Индекс;Символ;Повтор;Частота
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10, 7, 6, 5, 4, 3, 2;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е, В, О, А;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 6, 8;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,04840,04840,06450,06450,06450,09680,1290


Итоговая таблица для построения кодов Хаффмана:
Индекс;Символ;Повтор;Частота
1;ПРОБЕЛ;8;0,1290
21, 19, 18, 17, 16, 20, 13, 12, 11, 15, 14, 8, 9, 10, 7, 6, 5, 4, 3, 2;М, 2, У, 4, 1, 3, И, Д, 0, Т, ЗАПЯТАЯ, Н, К, Р, С, Г, Е, В, О, А;1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 6, 8;0,01610,01610,01610,01610,01610,01610,03230,03230,03230,03230,03230,04840,04840,04840,04840,06450,06450,06450,09680,1290
